City,"Meal, Inexpensive Restaurant","Meal for 2 People, Mid range Restaurant, Three course",McMeal at McDonalds (or Equivalent Combo Meal),Domestic Beer (0.5 liter draught),Imported Beer (0.33 liter bottle),Cappuccino (regular),Coke/Pepsi (0.33 liter bottle),Water (0.33 liter bottle),Markets,"Milk (regular), (1 liter)",Loaf of Fresh White Bread (500g),"Rice (white), (1kg)",Eggs (regular) (12),Local Cheese (1kg),Chicken Fillets (1kg),Beef Round (1kg) (or Equivalent Back Leg Red Meat),Apples (1kg),Banana (1kg),Oranges (1kg),Tomato (1kg),Potato (1kg),Onion (1kg),Lettuce (1 head),Water (1.5 liter bottle),Bottle of Wine (Mid Range),Domestic Beer (0.5 liter bottle),Imported Beer (0.33 liter bottle),Cigarettes 20 Pack (Marlboro),Transportation,One way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Taxi 1km (Normal Tariff),Taxi 1hour Waiting (Normal Tariff),Gasoline (1 liter),Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",Sports And Leisure,"Fitness Club, Monthly Fee for 1 Adult",Tennis Court Rent (1 Hour on Weekend),"Cinema, International Release, 1 Seat",Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","International Primary School, Yearly for 1 Child",Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),"1 Summer Dress in a Chain Store (Zara, H&M, ...)",1 Pair of Nike Running Shoes (Mid Range),1 Pair of Men Leather Business Shoes,Rent Per Month,Apartment (1 bedroom) in City Centre,Apartment (1 bedroom) Outside of Centre,Apartment (3 bedrooms) in City Centre,Apartment (3 bedrooms) Outside of Centre,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Salaries And Financing,Average Monthly Net Salary (After Tax),"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed Rate"
Bratislava,6.00 €,37.50 €,6.00 €,2.00 €,2.50 €,2.10 €,1.53 €,1.14 €,Edit,0.78 €,1.05 €,1.19 €,1.98 €,7.89 €,5.16 €,9.46 €,1.43 €,1.45 €,1.47 €,2.39 €,0.86 €,0.90 €,0.93 €,0.58 €,5.00 €,0.74 €,1.33 €,4.00 €,Edit,0.90 €,27.00 €,4.00 €,0.80 €,15.60 €,1.24 €,"17,000.00 €","17,190.77 €",Edit,178.00 €,0.09 €,15.73 €,Edit,27.61 €,13.54 €,8.00 €,Edit,452.50 €,"12,190.91 €",Edit,60.45 €,28.16 €,67.17 €,83.14 €,Edit,632.69 €,463.55 €,"1,080.77 €",796.45 €,Edit,"3,777.27 €","2,719.05 €",Edit,"1,103.18 €",1.39
Kaliningrad,4.97 €,16.61 €,2.76 €,0.86 €,1.66 €,1.25 €,0.72 €,0.47 €,Edit,0.59 €,0.46 €,0.74 €,0.86 €,5.30 €,2.80 €,5.06 €,1.11 €,0.93 €,0.98 €,1.53 €,0.41 €,0.38 €,0.77 €,0.41 €,4.42 €,0.71 €,1.19 €,1.69 €,Edit,0.28 €,19.45 €,1.10 €,0.22 €,2.32 €,0.52 €,"16,574.60 €","17,057.36 €",Edit,67.47 €,0.02 €,5.17 €,Edit,27.25 €,12.15 €,3.87 €,Edit,110.86 €,"1,767.96 €",Edit,43.33 €,35.28 €,63.91 €,82.34 €,Edit,195.64 €,151.96 €,383.38 €,250.30 €,Edit,754.00 €,526.94 €,Edit,339.10 €,10.07
Doha,6.85 €,45.70 €,5.71 €,10.28 €,10.28 €,4.01 €,0.68 €,0.29 €,Edit,1.62 €,1.17 €,1.52 €,2.51 €,7.99 €,5.76 €,8.63 €,1.55 €,1.26 €,1.36 €,1.10 €,0.88 €,0.81 €,1.33 €,0.47 €,20.56 €,7.14 €,7.98 €,5.48 €,Edit,0.63 €,34.27 €,2.28 €,0.46 €,6.85 €,0.36 €,"16,451.63 €","15,836.46 €",Edit,90.20 €,0.16 €,72.87 €,Edit,89.47 €,23.53 €,8.00 €,Edit,617.52 €,"8,497.65 €",Edit,53.61 €,46.69 €,77.40 €,78.92 €,Edit,"1,216.87 €",830.20 €,"2,441.42 €","1,588.84 €",Edit,"3,732.60 €","2,758.69 €",Edit,"2,363.46 €",4.62
Santos,3.82 €,19.89 €,4.59 €,1.53 €,2.14 €,1.06 €,0.73 €,0.50 €,Edit,0.56 €,1.04 €,0.89 €,1.21 €,5.76 €,2.49 €,5.38 €,1.20 €,0.82 €,0.70 €,1.27 €,0.77 €,0.71 €,0.49 €,0.58 €,6.12 €,0.82 €,2.33 €,1.64 €,Edit,0.70 €,34.49 €,0.96 €,0.46 €,9.18 €,0.69 €,"14,532.98 €","16,470.46 €",Edit,57.49 €,0.26 €,17.44 €,Edit,19.94 €,21.03 €,4.59 €,Edit,173.06 €,"3,556.76 €",Edit,30.70 €,35.70 €,67.31 €,45.26 €,Edit,247.55 €,195.69 €,534.04 €,420.69 €,Edit,"1,124.39 €",770.63 €,Edit,383.21 €,10.66
Murcia,10.00 €,38.04 €,7.50 €,2.00 €,2.00 €,1.69 €,1.38 €,0.88 €,Edit,0.92 €,1.20 €,0.93 €,1.79 €,8.67 €,5.70 €,11.00 €,1.22 €,1.61 €,1.03 €,1.75 €,0.98 €,1.62 €,0.81 €,0.49 €,6.00 €,0.80 €,1.26 €,5.15 €,Edit,1.40 €,25.00 €,3.00 €,1.50 €,22.50 €,1.29 €,"23,000.00 €","19,437.50 €",Edit,130.43 €,0.16 €,30.62 €,Edit,31.29 €,7.00 €,7.10 €,Edit,345.00 €,"5,333.33 €",Edit,67.50 €,31.43 €,63.75 €,73.12 €,Edit,513.62 €,358.33 €,711.11 €,525.00 €,Edit,"2,400.00 €","1,475.00 €",Edit,"1,381.25 €",2.35
Utrecht,16.00 €,70.00 €,8.00 €,5.00 €,5.00 €,3.13 €,2.86 €,2.08 €,Edit,1.02 €,1.80 €,2.00 €,2.36 €,11.38 €,7.83 €,16.76 €,1.97 €,1.60 €,1.33 €,2.12 €,1.34 €,1.29 €,0.85 €,0.69 €,6.25 €,1.19 €,1.78 €,8.00 €,Edit,2.83 €,90.00 €,7.00 €,2.30 €,36.00 €,1.69 €,"23,533.50 €","33,857.12 €",Edit,203.49 €,0.16 €,36.83 €,Edit,27.24 €,24.22 €,12.00 €,Edit,"1,631.25 €","7,300.00 €",Edit,103.41 €,41.25 €,92.53 €,127.60 €,Edit,"1,252.08 €",970.86 €,"2,180.88 €","1,542.63 €",Edit,"4,911.00 €","3,880.65 €",Edit,"2,374.89 €",2.41
Omaha,11.93 €,41.60 €,6.66 €,3.33 €,4.99 €,3.63 €,1.68 €,1.48 €,Edit,0.56 €,2.04 €,3.30 €,1.25 €,9.44 €,7.95 €,10.96 €,3.64 €,1.33 €,4.01 €,2.89 €,1.79 €,2.40 €,1.14 €,1.27 €,9.98 €,1.79 €,1.79 €,5.82 €,Edit,1.14 €,44.93 €,2.91 €,1.89 €,29.12 €,0.50 €,"21,630.70 €","19,301.24 €",Edit,158.92 €,0.07 €,62.96 €,Edit,29.95 €,31.20 €,8.32 €,Edit,742.10 €,"6,655.60 €",Edit,42.64 €,29.43 €,70.56 €,93.36 €,Edit,759.57 €,632.88 €,"1,295.92 €","1,089.10 €",Edit,"1,417.13 €","1,355.57 €",Edit,"2,703.05 €",3.67
Caxias Do Sul,3.06 €,14.15 €,3.82 €,1.07 €,2.22 €,0.93 €,0.74 €,0.42 €,Edit,0.45 €,0.69 €,0.67 €,1.07 €,4.67 €,1.77 €,5.47 €,1.15 €,0.71 €,0.69 €,0.79 €,0.56 €,0.65 €,0.35 €,0.69 €,3.82 €,0.97 €,2.42 €,1.30 €,Edit,0.70 €,23.71 €,0.99 €,?,?,0.74 €,"14,685.96 €","14,612.81 €",Edit,54.31 €,0.09 €,20.42 €,Edit,19.58 €,17.08 €,3.82 €,Edit,204.61 €,"1,860.99 €",Edit,38.73 €,20.50 €,49.44 €,37.48 €,Edit,134.88 €,108.61 €,296.78 €,233.29 €,Edit,996.47 €,759.35 €,Edit,263.89 €,9.17
Szczecin,4.39 €,21.93 €,3.95 €,1.64 €,1.64 €,1.90 €,0.72 €,0.58 €,Edit,0.55 €,0.64 €,0.78 €,1.41 €,5.04 €,3.40 €,7.71 €,0.75 €,0.93 €,1.16 €,1.33 €,0.59 €,0.72 €,0.77 €,0.42 €,4.39 €,0.71 €,0.86 €,3.73 €,Edit,0.44 €,21.93 €,0.88 €,0.53 €,7.02 €,1.10 €,"17,238.73 €","18,025.15 €",Edit,153.07 €,0.06 €,12.89 €,Edit,22.83 €,11.24 €,4.39 €,Edit,181.72 €,"4,167.12 €",Edit,63.76 €,32.97 €,60.15 €,74.91 €,Edit,387.93 €,321.67 €,693.77 €,576.82 €,Edit,"1,525.63 €","1,275.66 €",Edit,669.93 €,4.77
Gaza,5.77 €,18.60 €,6.41 €,3.08 €,4.62 €,1.37 €,0.55 €,0.27 €,Edit,1.47 €,0.57 €,1.52 €,1.74 €,3.66 €,4.78 €,10.66 €,1.30 €,1.17 €,1.12 €,0.64 €,0.59 €,0.56 €,0.64 €,0.55 €,12.83 €,2.76 €,2.50 €,6.67 €,Edit,0.80 €,49.92 €,1.28 €,0.83 €,5.77 €,1.56 €,"21,804.72 €","28,965.00 €",Edit,64.38 €,0.13 €,59.86 €,Edit,20.70 €,14.54 €,3.85 €,Edit,73.75 €,"1,872.64 €",Edit,27.79 €,32.07 €,53.87 €,36.55 €,Edit,135.72 €,84.38 €,290.93 €,170.08 €,Edit,"1,162.78 €",405.41 €,Edit,301.42 €,17.00
Ashgabat,23.70 €,71.11 €,9.48 €,2.96 €,9.48 €,4.12 €,3.50 €,0.47 €,Edit,2.67 €,0.55 €,4.15 €,3.44 €,10.43 €,8.91 €,11.23 €,1.43 €,4.74 €,8.83 €,2.61 €,1.90 €,1.54 €,1.54 €,1.00 €,9.48 €,3.38 €,5.14 €,32.00 €,Edit,0.12 €,3.56 €,1.19 €,0.71 €,7.11 €,0.36 €,"15,973.56 €","17,625.38 €",Edit,948.09 €,0.02 €,395.04 €,Edit,45.03 €,21.33 €,9.48 €,Edit,19.44 €,"16,453.33 €",Edit,158.02 €,114.56 €,292.33 €,221.22 €,Edit,402.94 €,276.53 €,837.48 €,687.37 €,Edit,"1,509.10 €","1,053.47 €",Edit,447.38 €,8.00
Florianopolis,3.82 €,19.89 €,4.13 €,1.22 €,2.29 €,0.93 €,0.76 €,0.54 €,Edit,0.51 €,0.88 €,0.63 €,1.05 €,4.92 €,1.92 €,4.76 €,0.94 €,0.59 €,0.61 €,0.86 €,0.52 €,0.53 €,0.41 €,0.56 €,4.58 €,0.81 €,1.94 €,1.53 €,Edit,0.67 €,31.28 €,0.70 €,0.64 €,3.82 €,0.69 €,"14,532.98 €","17,308.46 €",Edit,37.90 €,0.20 €,17.08 €,Edit,19.92 €,15.30 €,4.59 €,Edit,194.70 €,"3,870.36 €",Edit,28.88 €,26.54 €,48.85 €,37.56 €,Edit,214.17 €,141.98 €,464.40 €,307.87 €,Edit,"1,101.92 €",735.25 €,Edit,317.46 €,8.66
Santa Fe,11.65 €,37.44 €,6.64 €,4.16 €,3.74 €,3.10 €,1.37 €,0.95 €,Edit,0.61 €,2.28 €,2.36 €,1.58 €,9.78 €,6.00 €,9.42 €,3.46 €,1.09 €,2.36 €,3.58 €,1.81 €,1.77 €,1.32 €,1.38 €,10.40 €,1.19 €,1.25 €,6.51 €,Edit,0.83 €,24.96 €,2.16 €,1.14 €,20.38 €,0.49 €,"18,302.90 €","16,431.01 €",Edit,106.04 €,0.09 €,58.86 €,Edit,42.43 €,33.28 €,9.57 €,Edit,626.56 €,"16,916.32 €",Edit,36.24 €,27.93 €,58.13 €,66.97 €,Edit,"1,194.44 €",852.75 €,"2,126.67 €","1,513.11 €",Edit,"3,895.64 €","1,993.21 €",Edit,"2,768.73 €",3.62
Basra,6.40 €,21.15 €,5.82 €,2.43 €,3.50 €,0.84 €,0.30 €,0.17 €,Edit,1.02 €,0.62 €,1.33 €,1.64 €,4.31 €,3.65 €,9.40 €,1.12 €,1.11 €,1.04 €,0.54 €,0.72 €,0.58 €,0.75 €,0.47 €,9.01 €,0.76 €,3.49 €,1.66 €,Edit,0.42 €,21.22 €,2.08 €,2.08 €,13.88 €,0.32 €,"12,479.25 €","14,661.01 €",Edit,104.00 €,0.09 €,31.39 €,Edit,32.09 €,13.64 €,6.98 €,Edit,69.51 €,"1,295.29 €",Edit,24.70 €,18.81 €,32.98 €,38.96 €,Edit,335.85 €,180.82 €,643.47 €,352.64 €,Edit,"1,032.53 €",538.93 €,Edit,540.30 €,14.00
Pietermaritzburg,8.61 €,28.68 €,3.96 €,1.43 €,1.43 €,1.72 €,0.86 €,0.65 €,Edit,0.67 €,0.69 €,1.38 €,1.30 €,5.55 €,3.33 €,6.88 €,1.15 €,1.03 €,1.23 €,0.60 €,0.74 €,0.67 €,0.52 €,0.80 €,3.44 €,1.12 €,1.41 €,2.29 €,Edit,0.75 €,29.83 €,1.15 €,0.63 €,5.45 €,0.89 €,"15,134.11 €","10,326.54 €",Edit,102.55 €,0.09 €,44.42 €,Edit,19.64 €,2.29 €,4.45 €,Edit,111.15 €,"1,650.87 €",Edit,38.34 €,24.10 €,66.84 €,76.88 €,Edit,236.65 €,169.24 €,484.77 €,414.02 €,Edit,?,?,Edit,674.09 €,10.89
Nellore,1.52 €,11.23 €,4.77 €,1.85 €,4.49 €,1.25 €,0.34 €,0.15 €,Edit,0.59 €,0.35 €,0.52 €,0.67 €,4.49 €,2.36 €,5.24 €,1.66 €,0.54 €,0.64 €,0.27 €,0.31 €,0.31 €,0.21 €,0.32 €,2.81 €,1.80 €,1.69 €,1.96 €,Edit,0.11 €,4.49 €,1.12 €,0.15 €,1.12 €,0.91 €,"11,228.08 €","18,192.29 €",Edit,23.86 €,0.01 €,6.92 €,Edit,11.51 €,4.49 €,1.68 €,Edit,31.85 €,"1,600.00 €",Edit,27.51 €,18.25 €,39.30 €,29.47 €,Edit,74.85 €,68.49 €,168.42 €,130.25 €,Edit,"1,880.70 €",982.46 €,Edit,294.74 €,11.77
Tallinn,9.60 €,47.50 €,6.00 €,4.00 €,4.00 €,2.85 €,1.68 €,1.55 €,Edit,0.73 €,0.82 €,1.49 €,1.53 €,7.08 €,5.76 €,9.75 €,1.58 €,1.13 €,1.63 €,2.27 €,0.59 €,0.52 €,1.11 €,0.80 €,7.00 €,1.25 €,1.71 €,4.75 €,Edit,1.50 €,30.00 €,2.50 €,0.56 €,10.50 €,1.26 €,"19,824.00 €","19,722.38 €",Edit,183.24 €,0.04 €,24.28 €,Edit,47.62 €,25.68 €,8.00 €,Edit,257.00 €,"8,144.62 €",Edit,69.94 €,30.55 €,70.16 €,96.10 €,Edit,535.48 €,378.84 €,892.22 €,636.40 €,Edit,"2,771.65 €","1,930.94 €",Edit,"1,208.22 €",2.52
Oakland,12.48 €,56.16 €,6.66 €,5.82 €,5.82 €,3.68 €,1.86 €,1.53 €,Edit,1.00 €,3.32 €,4.47 €,3.30 €,18.70 €,11.92 €,16.97 €,4.38 €,1.96 €,2.86 €,5.36 €,3.18 €,2.74 €,2.19 €,1.80 €,9.98 €,2.14 €,2.22 €,8.32 €,Edit,3.00 €,76.79 €,2.91 €,1.96 €,33.28 €,0.78 €,"19,143.17 €","18,745.29 €",Edit,189.99 €,0.10 €,54.94 €,Edit,61.91 €,9.98 €,10.40 €,Edit,"1,249.66 €","17,304.56 €",Edit,45.46 €,36.95 €,70.67 €,92.47 €,Edit,"2,285.86 €","1,812.25 €","3,810.33 €","2,793.97 €",Edit,"8,840.65 €","4,187.94 €",Edit,"4,143.78 €",3.81
Tirana,4.91 €,24.56 €,4.71 €,1.64 €,2.05 €,1.20 €,1.12 €,0.53 €,Edit,1.12 €,0.57 €,1.19 €,1.70 €,5.18 €,4.35 €,7.23 €,0.87 €,1.36 €,1.02 €,0.89 €,0.53 €,0.54 €,0.73 €,0.45 €,6.55 €,0.83 €,1.33 €,2.62 €,Edit,0.33 €,13.10 €,2.05 €,2.05 €,12.28 €,1.32 €,"18,010.23 €","19,114.15 €",Edit,72.11 €,0.22 €,20.84 €,Edit,30.32 €,11.61 €,5.73 €,Edit,142.43 €,"2,791.24 €",Edit,42.25 €,31.85 €,76.36 €,88.77 €,Edit,298.76 €,185.99 €,603.12 €,362.02 €,Edit,"1,707.26 €",780.53 €,Edit,396.69 €,4.80
Bochum,10.00 €,50.00 €,7.79 €,3.25 €,3.25 €,2.50 €,2.12 €,1.38 €,Edit,0.79 €,1.46 €,2.24 €,2.05 €,9.65 €,7.65 €,10.32 €,2.51 €,1.69 €,2.01 €,2.54 €,0.75 €,1.55 €,0.70 €,0.31 €,3.99 €,0.66 €,1.21 €,6.70 €,Edit,2.80 €,76.00 €,3.30 €,1.70 €,30.00 €,1.32 €,"20,050.00 €","21,520.00 €",Edit,214.27 €,0.13 €,26.25 €,Edit,20.00 €,7.50 €,9.25 €,Edit,141.50 €,?,Edit,60.00 €,26.25 €,112.50 €,93.33 €,Edit,491.25 €,380.00 €,900.00 €,687.50 €,Edit,?,"1,750.00 €",Edit,"2,339.17 €",1.71
Yogyakarta,1.35 €,7.49 €,2.36 €,2.02 €,2.30 €,1.28 €,0.45 €,0.18 €,Edit,0.95 €,0.73 €,0.69 €,1.08 €,13.06 €,1.90 €,6.62 €,1.70 €,1.02 €,1.09 €,0.90 €,1.11 €,1.80 €,0.61 €,0.30 €,14.98 €,2.69 €,2.15 €,1.44 €,Edit,0.23 €,14.40 €,0.50 €,0.29 €,2.42 €,0.55 €,"24,481.49 €","23,041.40 €",Edit,44.64 €,0.03 €,19.28 €,Edit,17.63 €,2.98 €,2.59 €,Edit,36.72 €,"3,578.91 €",Edit,27.84 €,23.45 €,59.03 €,47.52 €,Edit,190.09 €,137.29 €,424.83 €,277.94 €,Edit,808.09 €,499.23 €,Edit,114.13 €,13.00
Toulouse,14.00 €,55.00 €,8.95 €,6.00 €,5.00 €,2.65 €,2.56 €,1.88 €,Edit,0.89 €,1.33 €,1.52 €,2.43 €,14.38 €,9.11 €,17.14 €,2.64 €,1.91 €,2.16 €,3.16 €,1.77 €,1.77 €,1.16 €,0.71 €,6.00 €,1.79 €,2.50 €,10.00 €,Edit,1.70 €,51.00 €,5.00 €,2.00 €,32.00 €,1.48 €,"22,000.00 €","23,464.29 €",Edit,149.80 €,0.07 €,28.00 €,Edit,31.52 €,13.24 €,10.00 €,Edit,451.00 €,"15,400.00 €",Edit,83.60 €,35.45 €,82.31 €,114.62 €,Edit,621.39 €,482.11 €,"1,132.14 €",856.25 €,Edit,"4,477.50 €","3,057.14 €",Edit,"2,228.52 €",1.34
Udaipur,2.25 €,9.54 €,2.25 €,1.57 €,3.26 €,1.49 €,0.34 €,0.19 €,Edit,0.49 €,0.36 €,0.68 €,0.77 €,3.59 €,3.82 €,2.75 €,1.27 €,0.35 €,0.52 €,0.37 €,0.25 €,0.41 €,0.21 €,0.34 €,6.18 €,1.54 €,3.11 €,3.03 €,Edit,0.31 €,4.49 €,0.73 €,0.11 €,1.12 €,0.97 €,"7,298.25 €","19,052.17 €",Edit,33.01 €,0.01 €,10.55 €,Edit,16.89 €,3.93 €,2.92 €,Edit,29.01 €,778.48 €,Edit,24.22 €,17.68 €,41.17 €,26.47 €,Edit,75.79 €,52.13 €,190.88 €,134.74 €,Edit,492.11 €,443.15 €,Edit,297.22 €,7.75
Thessaloniki,10.00 €,35.00 €,7.00 €,4.00 €,5.00 €,2.71 €,1.48 €,0.49 €,Edit,1.09 €,0.83 €,1.49 €,3.27 €,7.92 €,6.83 €,8.59 €,1.56 €,1.41 €,1.12 €,1.41 €,0.73 €,0.78 €,0.89 €,0.78 €,7.00 €,1.46 €,2.13 €,4.60 €,Edit,1.00 €,30.00 €,3.50 €,1.00 €,12.00 €,1.46 €,"20,000.00 €","19,696.31 €",Edit,168.47 €,0.58 €,33.02 €,Edit,33.89 €,12.38 €,8.00 €,Edit,295.72 €,"6,176.47 €",Edit,66.68 €,27.81 €,69.32 €,88.94 €,Edit,375.32 €,290.58 €,620.51 €,479.74 €,Edit,"1,712.50 €","1,256.00 €",Edit,713.12 €,4.14
Bournemouth,12.07 €,51.73 €,5.75 €,4.54 €,4.02 €,3.27 €,1.81 €,1.42 €,Edit,1.05 €,0.96 €,0.82 €,1.82 €,3.97 €,5.72 €,6.90 €,1.39 €,1.48 €,2.22 €,1.39 €,1.18 €,0.90 €,0.70 €,0.93 €,9.20 €,1.34 €,1.80 €,12.64 €,Edit,2.70 €,70.12 €,3.45 €,1.71 €,18.62 €,1.43 €,"23,851.38 €","25,671.37 €",Edit,148.13 €,0.15 €,30.60 €,Edit,32.84 €,20.12 €,11.49 €,Edit,"1,041.70 €","13,793.57 €",Edit,60.92 €,35.30 €,67.98 €,75.21 €,Edit,836.95 €,773.43 €,"1,469.67 €","1,255.38 €",Edit,"3,764.50 €","3,247.24 €",Edit,"2,277.75 €",3.10
Da Nang,1.53 €,17.06 €,3.59 €,0.86 €,1.44 €,1.38 €,0.49 €,0.34 €,Edit,1.59 €,0.85 €,0.96 €,1.13 €,11.57 €,2.96 €,7.51 €,2.19 €,0.79 €,1.25 €,0.72 €,0.85 €,0.73 €,0.55 €,0.39 €,7.18 €,0.56 €,1.45 €,1.01 €,Edit,0.23 €,4.31 €,0.39 €,0.54 €,1.08 €,0.69 €,"35,950.38 €","23,340.12 €",Edit,58.82 €,0.07 €,9.04 €,Edit,19.75 €,3.05 €,2.87 €,Edit,71.82 €,"10,362.96 €",Edit,25.30 €,24.26 €,90.67 €,57.45 €,Edit,376.23 €,272.23 €,611.80 €,503.72 €,Edit,957.54 €,598.46 €,Edit,251.36 €,6.17
Tulsa,8.32 €,37.44 €,6.66 €,3.33 €,4.99 €,3.37 €,1.77 €,1.23 €,Edit,0.80 €,2.04 €,3.38 €,2.01 €,7.73 €,6.35 €,8.80 €,2.69 €,1.12 €,2.40 €,2.29 €,1.37 €,1.63 €,1.16 €,1.64 €,9.15 €,1.82 €,2.02 €,7.07 €,Edit,1.46 €,37.44 €,2.29 €,1.03 €,24.96 €,0.49 €,"19,966.80 €","16,374.23 €",Edit,159.86 €,0.14 €,52.27 €,Edit,26.93 €,10.40 €,9.98 €,Edit,651.58 €,"11,037.20 €",Edit,32.13 €,24.84 €,65.00 €,61.66 €,Edit,844.43 €,678.57 €,"1,310.32 €",887.41 €,Edit,"1,935.72 €",552.05 €,Edit,"2,594.02 €",3.98
Halifax,10.15 €,52.45 €,8.12 €,4.40 €,4.74 €,2.81 €,1.43 €,1.27 €,Edit,1.80 €,2.03 €,3.89 €,2.44 €,7.92 €,9.98 €,10.25 €,3.82 €,1.50 €,3.22 €,3.32 €,3.09 €,2.82 €,2.51 €,1.60 €,13.54 €,3.30 €,3.64 €,12.18 €,Edit,1.86 €,55.84 €,2.51 €,1.15 €,18.27 €,0.72 €,"15,567.04 €","14,337.15 €",Edit,115.91 €,0.16 €,62.86 €,Edit,38.93 €,14.04 €,9.47 €,Edit,620.43 €,"11,167.66 €",Edit,47.02 €,31.25 €,83.25 €,91.17 €,Edit,947.42 €,646.06 €,"1,615.16 €","1,111.27 €",Edit,"3,360.35 €","2,069.89 €",Edit,"2,255.21 €",3.23
Manizales,2.12 €,13.37 €,4.01 €,0.67 €,1.11 €,0.92 €,0.49 €,0.37 €,Edit,0.61 €,0.71 €,0.57 €,0.88 €,1.84 €,3.18 €,3.19 €,1.61 €,0.41 €,0.50 €,0.82 €,0.37 €,0.41 €,0.43 €,0.47 €,4.46 €,0.67 €,1.00 €,1.56 €,Edit,0.47 €,20.43 €,0.89 €,1.11 €,4.01 €,0.56 €,"18,603.46 €","17,023.65 €",Edit,55.21 €,0.05 €,25.77 €,Edit,15.74 €,3.71 €,2.23 €,Edit,66.85 €,"4,567.86 €",Edit,30.36 €,19.16 €,46.79 €,34.91 €,Edit,159.16 €,151.52 €,229.79 €,220.97 €,Edit,757.60 €,817.02 €,Edit,210.34 €,10.33
Kollam,0.76 €,4.49 €,3.59 €,1.18 €,3.93 €,0.79 €,0.36 €,0.17 €,Edit,0.52 €,0.34 €,0.44 €,0.65 €,5.05 €,1.96 €,3.41 €,1.57 €,0.43 €,0.56 €,0.36 €,0.37 €,0.36 €,0.64 €,0.29 €,1.96 €,1.25 €,2.43 €,2.69 €,Edit,0.13 €,3.37 €,0.67 €,0.16 €,1.40 €,0.88 €,"9,543.87 €","14,736.85 €",Edit,18.71 €,0.01 €,7.18 €,Edit,7.86 €,5.39 €,2.25 €,Edit,22.46 €,509.01 €,Edit,16.62 €,18.71 €,26.67 €,20.21 €,Edit,140.35 €,87.95 €,261.99 €,177.78 €,Edit,648.99 €,413.00 €,Edit,336.84 €,7.59
Chiang Mai,1.60 €,16.03 €,4.73 €,2.14 €,3.34 €,1.63 €,0.63 €,0.31 €,Edit,1.59 €,1.24 €,1.01 €,1.36 €,15.70 €,2.39 €,10.75 €,1.80 €,0.94 €,1.30 €,1.10 €,1.07 €,1.02 €,0.72 €,0.47 €,13.36 €,1.33 €,2.70 €,3.87 €,Edit,0.80 €,26.72 €,1.34 €,0.40 €,4.81 €,0.78 €,"24,044.88 €","23,807.77 €",Edit,56.54 €,0.04 €,17.65 €,Edit,34.20 €,3.94 €,4.81 €,Edit,250.24 €,"8,770.66 €",Edit,59.54 €,23.01 €,68.13 €,67.94 €,Edit,363.22 €,252.53 €,710.21 €,413.08 €,Edit,"1,822.80 €","1,124.83 €",Edit,501.68 €,4.34
Abuja,2.62 €,21.86 €,4.14 €,0.74 €,1.09 €,1.50 €,0.50 €,0.40 €,Edit,1.32 €,0.94 €,2.00 €,1.36 €,5.55 €,6.02 €,6.19 €,3.55 €,1.31 €,2.47 €,2.37 €,2.32 €,0.87 €,0.44 €,0.30 €,4.37 €,0.84 €,1.31 €,1.09 €,Edit,0.22 €,32.80 €,1.09 €,0.41 €,4.37 €,0.34 €,"8,745.86 €","23,322.30 €",Edit,45.19 €,0.05 €,31.05 €,Edit,40.45 €,4.37 €,6.01 €,Edit,183.12 €,"1,694.51 €",Edit,37.90 €,36.08 €,69.42 €,117.52 €,Edit,"1,593.00 €",610.65 €,"4,518.69 €","1,764.79 €",Edit,?,?,Edit,142.12 €,16.50
Buraydah,3.33 €,13.86 €,4.88 €,1.11 €,1.11 €,2.16 €,0.58 €,0.14 €,Edit,1.22 €,0.89 €,3.55 €,1.75 €,4.73 €,3.77 €,9.39 €,1.26 €,0.89 €,1.18 €,0.59 €,0.59 €,0.48 €,1.04 €,1.11 €,1.55 €,1.22 €,1.30 €,6.65 €,Edit,0.00 €,0.00 €,1.11 €,0.67 €,9.76 €,0.39 €,"18,854.91 €","15,601.52 €",Edit,87.07 €,0.12 €,59.15 €,Edit,53.98 €,13.31 €,11.09 €,Edit,144.18 €,"2,898.48 €",Edit,25.14 €,44.36 €,55.46 €,55.46 €,Edit,225.52 €,114.61 €,317.95 €,221.82 €,Edit,221.82 €,232.91 €,Edit,"1,626.70 €",?
